Date,FEMSAUBD.MX,GMEXICOB.MX,WALMEX.MX
2026-04-24,197.33999633789062,198.46690368652344,54.29999923706055
2026-04-27,196.50999450683594,195.2318878173828,53.540000915527344
2026-04-28,197.60000610351562,187.17413330078125,53.279998779296875
2026-04-29,196.2899932861328,188.68247985839844,55.400001525878906
2026-04-30,206.3300018310547,190.0320587158203,55.22999954223633
2026-05-04,208.2100067138672,187.63059997558594,53.9900016784668
2026-05-05,210.57000732421875,190.83584594726562,55.5
2026-05-06,210.35000610351562,200.6698760986328,55.81999969482422
2026-05-07,206.6300048828125,202.37669372558594,56.83000183105469
2026-05-08,208.32000732421875,204.0934295654297,56.86000061035156
2026-05-11,211.42999267578125,205.58193969726562,57.400001525878906
2026-05-12,214.99000549316406,207.79483032226562,55.619998931884766
2026-05-13,211.52000427246094,213.56031799316406,55.529998779296875
2026-05-14,210.1999969482422,209.38258361816406,54.5
2026-05-15,210.38999938964844,200.55081176757812,54.81999969482422
2026-05-18,211.0800018310547,198.86383056640625,55.959999084472656
2026-05-19,211.9499969482422,197.92111206054688,55.5
2026-05-20,209.63999938964844,201.47366333007812,55.59000015258789
2026-05-21,210.08999633789062,201.59274291992188,55.15999984741211
2026-05-22,209.92999267578125,204.37127685546875,55.529998779296875
2026-05-25,210.75,204.6789093017578,55.2599983215332
2026-05-26,211.08999633789062,212.00233459472656,54.47999954223633
2026-05-27,213.0800018310547,213.9671630859375,54.75
2026-05-28,209.22000122070312,213.59999084472656,52.599998474121094
2026-05-29,206.6199951171875,214.2899932861328,52.47999954223633
